Analysis_Type	Date	ID	Raw_File_Path	Rep	Sample_Type	Sensor	Site	Temp	Cleaned_raw_file_path	Summary_file_path	Conf	Pass_Manual_Removal	Summary_file_path_cleaned_MANUAL	Pass_Second_Removal	Summary_file_path_cleaned_SECOND
c	071718	AC9_071718_y20_fil_c_2_T19_7	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071718_y20_fil_c_2_T19_7.dat	2	fil	AC9	y20	19.7	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071718_y20_fil_c_2_T19_7.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071718_y20_fil_c_2_T19_7.csv	0.000511981632229	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071718_y20_fil_c_2_T19_7.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071718_y20_fil_c_2_T19_7.csv
a	071718	AC9_071718_y20_raw_a_1_T16_8	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071718_y20_raw_a_1_T16_8.dat	1	raw	AC9	y20	16.8	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071718_y20_raw_a_1_T16_8.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071718_y20_raw_a_1_T16_8.csv	0.00447930901852	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071718_y20_raw_a_1_T16_8.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071718_y20_raw_a_1_T16_8.csv
a	071718	AC9_071718_y20_raw_a_2_T16_8	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071718_y20_raw_a_2_T16_8.dat	2	raw	AC9	y20	16.8	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071718_y20_raw_a_2_T16_8.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071718_y20_raw_a_2_T16_8.csv	0.0126833231241	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071718_y20_raw_a_2_T16_8.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071718_y20_raw_a_2_T16_8.csv
a	071718	AC9_071718_y20_raw_a_3_T16_8	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071718_y20_raw_a_3_T16_8.dat	3	raw	AC9	y20	16.8	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071718_y20_raw_a_3_T16_8.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071718_y20_raw_a_3_T16_8.csv	0.00414658130316	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071718_y20_raw_a_3_T16_8.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071718_y20_raw_a_3_T16_8.csv
c	071718	AC9_071718_y20_raw_c_1_T16_8	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071718_y20_raw_c_1_T16_8.dat	1	raw	AC9	y20	16.8	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071718_y20_raw_c_1_T16_8.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071718_y20_raw_c_1_T16_8.csv	0.0136840492624	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071718_y20_raw_c_1_T16_8.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071718_y20_raw_c_1_T16_8.csv
c	071718	AC9_071718_y20_raw_c_2_T16_8	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071718_y20_raw_c_2_T16_8.dat	2	raw	AC9	y20	16.8	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071718_y20_raw_c_2_T16_8.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071718_y20_raw_c_2_T16_8.csv	0.0256021823038	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071718_y20_raw_c_2_T16_8.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071718_y20_raw_c_2_T16_8.csv
c	071718	AC9_071718_y20_raw_c_3_T16_8	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071718_y20_raw_c_3_T16_8.dat	3	raw	AC9	y20	16.8	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071718_y20_raw_c_3_T16_8.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071718_y20_raw_c_3_T16_8.csv	0.00827833259971	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071718_y20_raw_c_3_T16_8.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071718_y20_raw_c_3_T16_8.csv
a	071818	AC9_071818_boo_fil_a_1_T22_3	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071818_boo_fil_a_1_T22_3.dat	1	fil	AC9	boo	22.3	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071818_boo_fil_a_1_T22_3.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071818_boo_fil_a_1_T22_3.csv	0.000722020098973	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071818_boo_fil_a_1_T22_3.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071818_boo_fil_a_1_T22_3.csv
a	071818	AC9_071818_boo_fil_a_2_T22_3	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071818_boo_fil_a_2_T22_3.dat	2	fil	AC9	boo	22.3	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071818_boo_fil_a_2_T22_3.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071818_boo_fil_a_2_T22_3.csv	0.000699619450399	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071818_boo_fil_a_2_T22_3.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071818_boo_fil_a_2_T22_3.csv
a	071818	AC9_071818_boo_fil_a_3_T21_9	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071818_boo_fil_a_3_T21_9.dat	3	fil	AC9	boo	21.9	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071818_boo_fil_a_3_T21_9.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071818_boo_fil_a_3_T21_9.csv	0.000690254289577	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071818_boo_fil_a_3_T21_9.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071818_boo_fil_a_3_T21_9.csv
c	071818	AC9_071818_boo_fil_c_1_T22_3	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071818_boo_fil_c_1_T22_3.dat	1	fil	AC9	boo	22.3	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071818_boo_fil_c_1_T22_3.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071818_boo_fil_c_1_T22_3.csv	0.000452370469498	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071818_boo_fil_c_1_T22_3.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071818_boo_fil_c_1_T22_3.csv
c	071818	AC9_071818_boo_fil_c_2_T22_3	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071818_boo_fil_c_2_T22_3.dat	2	fil	AC9	boo	22.3	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071818_boo_fil_c_2_T22_3.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071818_boo_fil_c_2_T22_3.csv	0.000540719843242	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071818_boo_fil_c_2_T22_3.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071818_boo_fil_c_2_T22_3.csv
c	071818	AC9_071818_boo_fil_c_3_T21_9	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071818_boo_fil_c_3_T21_9.dat	3	fil	AC9	boo	21.9	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071818_boo_fil_c_3_T21_9.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071818_boo_fil_c_3_T21_9.csv	0.000755549594535	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071818_boo_fil_c_3_T21_9.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071818_boo_fil_c_3_T21_9.csv
a	071818	AC9_071818_boo_raw_a_1_T17_0	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071818_boo_raw_a_1_T17_0.dat	1	raw	AC9	boo	17.0	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071818_boo_raw_a_1_T17_0.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071818_boo_raw_a_1_T17_0.csv	0.0118988842161	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071818_boo_raw_a_1_T17_0.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071818_boo_raw_a_1_T17_0.csv
a	071818	AC9_071818_boo_raw_a_2_T17_0	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071818_boo_raw_a_2_T17_0.dat	2	raw	AC9	boo	17.0	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071818_boo_raw_a_2_T17_0.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071818_boo_raw_a_2_T17_0.csv	0.00235857465093	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071818_boo_raw_a_2_T17_0.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071818_boo_raw_a_2_T17_0.csv
a	071818	AC9_071818_boo_raw_a_3_T17_0	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071818_boo_raw_a_3_T17_0.dat	3	raw	AC9	boo	17.0	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071818_boo_raw_a_3_T17_0.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071818_boo_raw_a_3_T17_0.csv	0.00308127974995	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071818_boo_raw_a_3_T17_0.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071818_boo_raw_a_3_T17_0.csv
c	071818	AC9_071818_boo_raw_c_1_T17_0	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071818_boo_raw_c_1_T17_0.dat	1	raw	AC9	boo	17.0	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071818_boo_raw_c_1_T17_0.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071818_boo_raw_c_1_T17_0.csv	0.0204860370702	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071818_boo_raw_c_1_T17_0.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071818_boo_raw_c_1_T17_0.csv
c	071818	AC9_071818_boo_raw_c_2_T17_0	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071818_boo_raw_c_2_T17_0.dat	2	raw	AC9	boo	17.0	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071818_boo_raw_c_2_T17_0.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071818_boo_raw_c_2_T17_0.csv	0.00434577736652	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071818_boo_raw_c_2_T17_0.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071818_boo_raw_c_2_T17_0.csv
c	071818	AC9_071818_boo_raw_c_3_T17_0	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071818_boo_raw_c_3_T17_0.dat	3	raw	AC9	boo	17.0	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071818_boo_raw_c_3_T17_0.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071818_boo_raw_c_3_T17_0.csv	0.00555766216381	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071818_boo_raw_c_3_T17_0.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071818_boo_raw_c_3_T17_0.csv
a	071818	AC9_071818_can_cal_a_1_T21_2	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071818_can_cal_a_1_T21_2.dat	1	cal	AC9	can	21.2	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071818_can_cal_a_1_T21_2.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071818_can_cal_a_1_T21_2.csv	0.000552439813655	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071818_can_cal_a_1_T21_2.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071818_can_cal_a_1_T21_2.csv
a	071818	AC9_071818_can_cal_a_2_T21_2	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071818_can_cal_a_2_T21_2.dat	2	cal	AC9	can	21.2	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071818_can_cal_a_2_T21_2.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071818_can_cal_a_2_T21_2.csv	0.000449667939355	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071818_can_cal_a_2_T21_2.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071818_can_cal_a_2_T21_2.csv
a	071818	AC9_071818_can_cal_a_3_T21_2	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071818_can_cal_a_3_T21_2.dat	3	cal	AC9	can	21.2	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071818_can_cal_a_3_T21_2.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071818_can_cal_a_3_T21_2.csv	0.000400734740422	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071818_can_cal_a_3_T21_2.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071818_can_cal_a_3_T21_2.csv
c	071818	AC9_071818_can_cal_c_1_T21_2	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071818_can_cal_c_1_T21_2.dat	1	cal	AC9	can	21.2	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071818_can_cal_c_1_T21_2.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071818_can_cal_c_1_T21_2.csv	0.000716161802937	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071818_can_cal_c_1_T21_2.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071818_can_cal_c_1_T21_2.csv
c	071818	AC9_071818_can_cal_c_2_T21_2	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071818_can_cal_c_2_T21_2.dat	2	cal	AC9	can	21.2	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071818_can_cal_c_2_T21_2.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071818_can_cal_c_2_T21_2.csv	0.000722142410553	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071818_can_cal_c_2_T21_2.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071818_can_cal_c_2_T21_2.csv
c	071818	AC9_071818_can_cal_c_3_T21_2	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071818_can_cal_c_3_T21_2.dat	3	cal	AC9	can	21.2	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071818_can_cal_c_3_T21_2.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071818_can_cal_c_3_T21_2.csv	0.000337481087615	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071818_can_cal_c_3_T21_2.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071818_can_cal_c_3_T21_2.csv
a	071818	AC9_071818_gre_fil_a_1_T22_4	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071818_gre_fil_a_1_T22_4.dat	1	fil	AC9	gre	22.4	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071818_gre_fil_a_1_T22_4.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071818_gre_fil_a_1_T22_4.csv	0.000433434112962	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071818_gre_fil_a_1_T22_4.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071818_gre_fil_a_1_T22_4.csv
a	071818	AC9_071818_gre_fil_a_2_T22_3	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071818_gre_fil_a_2_T22_3.dat	2	fil	AC9	gre	22.3	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071818_gre_fil_a_2_T22_3.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071818_gre_fil_a_2_T22_3.csv	0.000515261222913	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071818_gre_fil_a_2_T22_3.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071818_gre_fil_a_2_T22_3.csv
a	071818	AC9_071818_gre_fil_a_3_T22_0	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071818_gre_fil_a_3_T22_0.dat	3	fil	AC9	gre	22.0	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071818_gre_fil_a_3_T22_0.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071818_gre_fil_a_3_T22_0.csv	0.000582544302855	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071818_gre_fil_a_3_T22_0.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071818_gre_fil_a_3_T22_0.csv
c	071818	AC9_071818_gre_fil_c_1_T22_4	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071818_gre_fil_c_1_T22_4.dat	1	fil	AC9	gre	22.4	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071818_gre_fil_c_1_T22_4.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071818_gre_fil_c_1_T22_4.csv	0.000473346231204	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071818_gre_fil_c_1_T22_4.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071818_gre_fil_c_1_T22_4.csv
c	071818	AC9_071818_gre_fil_c_2_T22_3	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071818_gre_fil_c_2_T22_3.dat	2	fil	AC9	gre	22.3	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071818_gre_fil_c_2_T22_3.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071818_gre_fil_c_2_T22_3.csv	0.000427337316912	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071818_gre_fil_c_2_T22_3.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071818_gre_fil_c_2_T22_3.csv
c	071818	AC9_071818_gre_fil_c_3_T22_0	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071818_gre_fil_c_3_T22_0.dat	3	fil	AC9	gre	22.0	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071818_gre_fil_c_3_T22_0.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071818_gre_fil_c_3_T22_0.csv	0.000667211655667	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071818_gre_fil_c_3_T22_0.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071818_gre_fil_c_3_T22_0.csv
a	071818	AC9_071818_gre_raw_a_1_T17_1	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071818_gre_raw_a_1_T17_1.dat	1	raw	AC9	gre	17.1	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071818_gre_raw_a_1_T17_1.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071818_gre_raw_a_1_T17_1.csv	0.00162148445695	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071818_gre_raw_a_1_T17_1.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071818_gre_raw_a_1_T17_1.csv
a	071818	AC9_071818_gre_raw_a_2_T17_1	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_1_renamed_originals/AC9_071818_gre_raw_a_2_T17_1.dat	2	raw	AC9	gre	17.1	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/1_2_cleaned_originals/cleaned_raw_AC9_071818_gre_raw_a_2_T17_1.csv	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_1_summary_stats/AC9_071818_gre_raw_a_2_T17_1.csv	0.00742118560779	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_MANUAL/AC9_071818_gre_raw_a_2_T17_1.csv	pass	/Users/Petrichor/Documents/FreshwatersOpticsToolkit/Data/2_2_summary_stats_cleaned_2/AC9_071818_gre_raw_a_2_T17_1.csv
